Date,badenwuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg - vorpommern,niedersachsen,nordrhein westfalen,rheinland pfalz,saarland,sachsen,sachsenanhalt,schleswigholstein,thueringen
200218,7.396774194,7.358653846,8.366666667,8.591666667,8,8.05,7.143243243,7.4625,8.258695652,7.557142857,6.625,7.542857143,7.710344828,8.154166667,7.55,7.033333333
200219,6.14516129,5.392307692,6.933333333,7.066666667,7.133333333,7.05,6.22972973,7.254166667,6.695652174,6.669047619,6.707142857,7.314285714,5.127586207,6.170833333,7.334615385,5.096296296
200220,9.841935484,7.378846154,7.566666667,7.504166667,9.266666667,8.75,8.067567568,7.170833333,9.017391304,9.171428571,7.957142857,8.1,6.34137931,7.458333333,8.080769231,6.388888889
200221,7.862903226,7.0625,7.966666667,7.616666667,8.266666667,8.05,7.048648649,7.8,7.986956522,7.826190476,7.057142857,7.928571429,6.24137931,7.091666667,7.653846154,6.111538462
200222,13.22580645,12.57692308,12.25,11.72083333,9.4,9.15,9.724324324,9.2875,10.2326087,9.995121951,9.717857143,10.42857143,11.07586207,11.75,8.919230769,10.22592593
200223,14.01129032,13.52596154,8.35,9.658333333,8.033333333,7.75,11.51621622,6.966666667,9.908695652,11.87560976,11.22857143,11.05714286,11.5137931,11.42083333,6.957692308,10.94074074
200224,13.5983871,10.02692308,7.65,7.904166667,10.13333333,9.75,9.824324324,7.083333333,9.256521739,10.63571429,10.43928571,11.14285714,8.2,8.9625,8.373076923,8.888888889
200225,10.16612903,9.525961538,10.5,10.48333333,9.533333333,9.75,9.502702703,8.770833333,9.476086957,9.864285714,8.939285714,8.9,9.820689655,10.07083333,8.338461538,8.955555556
200226,4.372580645,4.7375,4.666666667,5.341666667,5.866666667,6.65,3.759459459,5.654166667,5.704347826,4.104761905,3.775,5.171428571,4.872413793,4.991304348,6.392307692,3.351851852
200227,5.151612903,4.419230769,6.133333333,5.829166667,4.966666667,5.7,3.543243243,5.5375,4.969565217,3.735714286,2.446428571,2.8,4.562068966,4.77826087,5.576923077,3.551851852
200228,6.708064516,4.095192308,8.1,7.654166667,7.033333333,8.45,5.181081081,7.695833333,7.139130435,5.869047619,5.728571429,7.542857143,4.434482759,6.452173913,7.780769231,3.851851852
200229,13.88387097,11.23942308,12.08333333,11.24166667,13.46666667,13.25,12.28918919,10.325,13.30217391,12.80731707,13.04285714,13.48571429,9.04137931,10.92608696,11.26923077,9.807407407
200301,11.87903226,10.77980769,10.55,10.47916667,8.633333333,9.55,9.675675676,9.2375,9.356521739,9.143902439,9.767857143,10.52857143,10.02413793,9.304347826,8.519230769,9.096296296
200302,8.540322581,9.202884615,9.142857143,8.979166667,8.933333333,10.45,9.291891892,8.6625,9.602173913,9.135714286,8.496428571,8.6,8.810344828,9.308695652,8.734615385,9.1
